date,maximum,week
1939-09-01,12.3,False
1939-09-02,10.6,False
1939-09-03,11.1,False
1939-09-04,12.1,False
1939-09-05,12.5,False
1939-09-06,14.4,False
1939-09-07,17.4,False
1939-09-08,19.1,False
1939-09-09,13.8,False
1939-09-10,12.9,False
1939-09-11,8.6,False
1939-09-12,11.1,False
1939-09-13,15.6,False
1939-09-14,17.2,False
1939-09-15,18.4,False
1939-09-16,20.2,False
1939-09-17,21.6,False
1939-09-18,19.2,False
1939-09-19,18.1,False
1939-09-20,15.6,False
1939-09-21,11.1,False
1939-09-22,14.0,False
1939-09-23,18.7,False
1939-09-24,21.3,False
1939-09-25,20.0,False
1939-09-26,18.4,False
1939-09-27,17.0,False
1939-09-28,12.4,False
1939-09-29,14.0,False
1939-09-30,16.7,False
1940-09-01,17.7,False
1940-09-02,14.9,False
1940-09-03,11.2,False
1940-09-04,13.9,False
1940-09-05,17.8,False
1940-09-06,21.8,False
1940-09-07,23.1,False
1940-09-08,18.7,False
1940-09-09,15.4,False
1940-09-10,16.3,False
1940-09-11,19.8,False
1940-09-12,21.8,False
1940-09-13,12.8,False
1940-09-14,13.3,False
1940-09-15,14.9,False
1940-09-16,16.4,False
1940-09-17,18.2,False
1940-09-18,20.2,False
1940-09-19,19.9,False
1940-09-20,17.4,False
1940-09-21,19.6,False
1940-09-22,10.4,False
1940-09-23,18.2,False
1940-09-24,20.2,False
1940-09-25,22.8,False
1940-09-26,23.7,False
1940-09-27,16.1,False
1940-09-28,14.8,False
1940-09-29,10.2,False
1941-09-01,16.6,False
1941-09-02,17.3,False
1941-09-03,15.1,False
1941-09-04,11.7,False
1941-09-05,11.7,False
1941-09-06,11.6,False
1941-09-07,16.2,False
1941-09-08,22.2,False
1941-09-09,15.8,False
1941-09-10,10.0,False
1941-09-11,10.8,False
1941-09-12,16.3,False
1941-09-13,16.3,False
1941-09-14,17.7,False
1941-09-15,18.0,False
1941-09-16,12.7,False
1941-09-17,16.0,False
1941-09-18,18.0,False
1941-09-19,20.1,False
1941-09-20,22.8,False
1941-09-21,23.9,False
1941-09-22,20.6,False
1941-09-23,13.6,False
1941-09-24,14.9,False
1941-09-25,13.3,False
1941-09-26,16.4,False
1941-09-27,23.2,False
1941-09-28,19.6,False
1941-09-29,13.8,False
1941-09-30,14.1,False
1942-09-01,8.0,False
1942-09-02,11.1,False
1942-09-03,12.8,False
1942-09-04,14.8,False
1942-09-05,16.3,False
1942-09-06,12.5,False
1942-09-07,13.0,False
1942-09-08,16.3,False
1942-09-09,16.7,False
1942-09-10,17.1,False
1942-09-11,16.6,False
1942-09-12,13.4,False
1942-09-13,12.5,False
1942-09-14,15.5,False
1942-09-15,21.0,False
1942-09-16,14.6,False
1942-09-17,11.4,False
1942-09-18,14.7,False
1942-09-19,16.0,False
1942-09-20,17.5,False
1942-09-21,14.9,False
1942-09-22,13.4,False
1942-09-23,9.3,False
1942-09-24,12.3,False
1942-09-25,15.1,False
1942-09-26,17.8,False
1942-09-27,20.7,False
1942-09-28,19.9,False
1942-09-29,21.0,False
1942-09-30,21.9,False
1943-09-01,14.9,False
1943-09-02,14.4,False
1943-09-03,12.0,False
1943-09-04,12.7,False
1943-09-05,12.4,False
1943-09-06,13.8,False
1943-09-07,11.4,False
1943-09-08,17.4,False
1943-09-09,15.6,False
1943-09-10,18.2,False
1943-09-11,15.7,False
1943-09-12,10.4,False
1943-09-13,8.9,False
1943-09-14,9.9,False
1943-09-15,10.8,False
1943-09-16,13.8,False
1943-09-17,9.6,False
1943-09-18,9.1,False
1943-09-19,13.7,False
1943-09-20,17.5,False
1943-09-21,14.0,False
1943-09-22,11.2,False
1943-09-23,14.8,False
1943-09-24,15.8,False
1943-09-25,14.2,False
1943-09-26,17.7,False
1943-09-27,15.7,False
1943-09-28,18.2,False
1943-09-29,12.9,False
1944-09-01,16.6,False
1944-09-02,17.5,False
1944-09-03,18.7,False
1944-09-04,15.3,False
1944-09-05,17.1,False
1944-09-06,19.4,False
1944-09-07,19.6,False
1944-09-08,20.3,False
1944-09-09,15.3,False
1944-09-10,13.8,False
1944-09-11,14.8,False
1944-09-12,14.4,False
1944-09-13,17.7,False
1944-09-14,15.5,False
1944-09-15,13.1,False
1944-09-16,7.8,False
1944-09-17,12.3,False
1944-09-18,16.1,False
1944-09-19,18.9,False
1944-09-20,20.4,False
1944-09-21,20.1,False
1944-09-22,19.3,False
1944-09-23,21.3,False
1944-09-24,21.1,False
1944-09-25,23.4,False
1944-09-26,24.6,False
1944-09-27,22.4,False
1944-09-28,15.9,False
1944-09-29,22.2,False
1944-09-30,23.8,False
1945-09-01,9.2,False
1945-09-02,13.3,False
1945-09-03,15.0,False
1945-09-04,8.9,False
1945-09-05,10.9,False
1945-09-06,12.1,False
1945-09-07,12.3,False
1945-09-08,13.4,False
1945-09-09,18.3,False
1945-09-10,20.4,False
1945-09-11,20.6,False
1945-09-12,18.6,False
1945-09-13,18.2,False
1945-09-14,17.0,False
1945-09-15,15.0,False
1945-09-16,15.6,False
1945-09-17,17.2,False
1945-09-18,18.1,False
1945-09-19,19.3,False
1945-09-20,17.8,False
1945-09-21,14.3,False
1945-09-22,12.2,False
1945-09-23,12.9,False
1945-09-24,14.6,False
1945-09-25,16.1,False
1945-09-26,13.2,False
1945-09-27,12.7,False
1945-09-28,18.2,False
1945-09-29,21.6,False
1945-09-30,15.0,False
1946-09-01,14.0,False
1946-09-02,14.4,False
1946-09-03,14.0,False
1946-09-04,16.2,False
1946-09-05,16.2,False
1946-09-06,12.6,False
1946-09-07,13.9,False
1946-09-08,16.7,False
1946-09-09,18.2,False
1946-09-10,22.9,False
1946-09-11,24.6,False
1946-09-12,21.9,False
1946-09-13,20.1,False
1946-09-14,15.4,False
1946-09-15,15.5,False
1946-09-16,19.6,False
1946-09-17,15.4,False
1946-09-18,17.9,False
1946-09-19,17.7,False
1946-09-20,19.2,False
1946-09-21,15.8,False
1946-09-22,12.3,False
1946-09-23,14.3,False
1946-09-24,12.2,False
1946-09-25,15.2,False
1946-09-26,14.1,False
1946-09-27,17.9,False
1946-09-28,17.9,False
1946-09-29,14.7,False
1946-09-30,14.7,False
1947-09-01,12.9,False
1947-09-02,8.8,False
1947-09-04,13.4,False
1947-09-05,13.3,False
1947-09-06,15.7,False
1947-09-07,16.4,False
1947-09-08,13.7,False
1947-09-09,13.3,False
1947-09-10,13.4,False
1947-09-11,17.5,False
1947-09-12,17.8,False
1947-09-13,20.1,False
1947-09-14,21.4,False
1947-09-15,21.9,False
1947-09-16,12.9,False
1947-09-17,14.0,False
1947-09-18,16.3,False
1947-09-19,16.7,False
1947-09-20,17.3,False
1947-09-21,17.8,False
1947-09-22,18.4,False
1947-09-23,21.1,False
1947-09-24,14.2,False
1947-09-25,17.4,False
1947-09-26,17.1,False
1947-09-27,17.2,False
1947-09-28,18.6,False
1947-09-29,15.6,False
1947-09-30,13.7,False
1948-09-01,11.1,False
1948-09-02,9.4,False
1948-09-03,12.8,False
1948-09-04,12.1,False
1948-09-05,12.8,False
1948-09-06,14.5,False
1948-09-07,17.1,False
1948-09-08,24.9,False
1948-09-09,14.4,False
1948-09-10,16.4,False
1948-09-11,17.4,False
1948-09-12,18.1,False
1948-09-13,19.9,False
1948-09-14,19.1,False
1948-09-15,19.4,False
1948-09-16,13.1,False
1948-09-17,14.6,False
1948-09-18,16.3,False
1948-09-19,19.3,False
1948-09-20,17.8,False
1948-09-21,18.6,False
1948-09-22,21.3,False
1948-09-23,12.3,False
1948-09-24,14.8,False
1948-09-25,16.5,False
1948-09-26,19.4,False
1948-09-27,18.3,False
1948-09-28,14.7,False
1948-09-29,17.8,False
1948-09-30,21.4,False
1949-09-01,17.1,False
1949-09-02,19.0,False
1949-09-03,18.3,False
1949-09-04,14.9,False
1949-09-05,17.2,False
1949-09-06,18.8,False
1949-09-07,17.6,False
1949-09-08,18.8,False
1949-09-09,15.5,False
1949-09-10,15.5,False
1949-09-11,15.5,False
1949-09-12,16.8,False
1949-09-13,11.4,False
1949-09-14,12.9,False
1949-09-15,16.2,False
1949-09-16,11.4,False
1949-09-17,13.7,False
1949-09-18,17.0,False
1949-09-19,16.8,False
1949-09-20,18.8,False
1949-09-21,19.4,False
1949-09-22,18.7,False
1949-09-23,12.3,False
1949-09-24,9.4,False
1949-09-25,14.2,False
1949-09-26,15.7,False
1949-09-27,17.0,False
1949-09-28,16.4,False
1949-09-29,19.2,False
1949-09-30,20.3,False
1950-09-01,12.7,False
1950-09-02,10.6,False
1950-09-03,14.5,False
1950-09-04,14.8,False
1950-09-05,16.4,False
1950-09-06,20.0,False
1950-09-07,18.7,False
1950-09-08,21.1,False
1950-09-09,19.1,False
1950-09-10,17.9,False
1950-09-11,14.4,False
1950-09-12,15.7,False
1950-09-13,19.1,False
1950-09-14,18.8,False
1950-09-15,14.9,False
1950-09-16,18.4,False
1950-09-17,19.9,False
1950-09-18,18.8,False
1950-09-19,11.7,False
1950-09-20,12.3,False
1950-09-21,15.7,False
1950-09-22,17.1,False
1950-09-23,19.4,False
1950-09-24,21.1,False
1950-09-25,13.8,False
1950-09-26,16.1,False
1950-09-27,16.8,False
1950-09-28,18.4,False
1950-09-29,22.7,False
1950-09-30,19.3,False
1951-09-01,13.9,False
1951-09-02,13.9,False
1951-09-03,17.7,False
1951-09-04,14.9,False
1951-09-05,8.6,False
1951-09-06,14.0,False
1951-09-07,14.9,False
1951-09-08,16.2,False
1951-09-09,17.9,False
1951-09-10,20.2,False
1951-09-11,20.9,False
1951-09-12,23.1,False
1951-09-13,21.2,False
1951-09-14,22.3,False
1951-09-15,22.9,False
1951-09-16,23.1,False
1951-09-17,23.7,False
1951-09-18,23.7,False
1951-09-19,18.4,False
1951-09-20,13.2,False
1951-09-21,14.8,False
1951-09-22,21.1,False
1951-09-23,14.9,False
1951-09-24,13.2,False
1951-09-25,11.9,False
1951-09-26,14.9,False
1951-09-27,17.7,False
1951-09-28,17.7,False
1951-09-29,15.2,False
1951-09-30,18.4,False
1952-09-01,15.9,False
1952-09-02,18.3,False
1952-09-03,13.3,False
1952-09-04,13.6,False
1952-09-05,11.4,False
1952-09-06,15.4,False
1952-09-07,13.7,False
1952-09-08,14.6,False
1952-09-09,9.7,False
1952-09-10,11.1,False
1952-09-11,14.4,False
1952-09-12,14.6,False
1952-09-13,15.7,False
1952-09-14,14.4,False
1952-09-15,17.1,False
1952-09-16,17.5,False
1952-09-17,10.2,False
1952-09-18,13.3,False
1952-09-19,15.4,False
1952-09-20,16.2,False
1952-09-21,20.2,False
1952-09-22,16.7,False
1952-09-23,12.6,False
1952-09-24,14.0,False
1952-09-25,14.9,False
1952-09-26,17.0,False
1952-09-27,20.5,False
1952-09-28,19.5,False
1952-09-29,21.1,False
1952-09-30,21.6,False
1953-09-01,15.1,False
1953-09-02,9.3,False
1953-09-03,10.8,False
1953-09-04,13.4,False
1953-09-05,13.7,False
1953-09-06,19.8,False
1953-09-07,19.4,False
1953-09-08,23.3,False
1953-09-09,21.1,False
1953-09-10,9.4,False
1953-09-11,13.9,False
1953-09-12,14.6,False
1953-09-13,16.4,False
1953-09-14,17.6,False
1953-09-15,19.4,False
1953-09-16,19.7,False
1953-09-17,16.0,False
1953-09-18,16.1,False
1953-09-19,15.2,False
1953-09-20,10.5,False
1953-09-21,11.5,False
1953-09-22,15.8,False
1953-09-23,16.9,False
1953-09-24,17.3,False
1953-09-25,13.7,False
1953-09-26,11.8,False
1953-09-27,14.7,False
1953-09-28,16.8,False
1953-09-29,15.7,False
1953-09-30,13.7,False
1954-09-01,18.3,False
1954-09-02,10.8,False
1954-09-03,11.6,False
1954-09-04,14.8,False
1954-09-05,13.9,False
1954-09-06,13.3,False
1954-09-07,12.9,False
1954-09-08,12.8,False
1954-09-09,14.4,False
1954-09-10,14.7,False
1954-09-11,15.5,False
1954-09-12,18.1,False
1954-09-13,16.7,False
1954-09-14,13.2,False
1954-09-15,16.2,False
1954-09-16,17.8,False
1954-09-17,20.1,False
1954-09-18,20.1,False
1954-09-19,14.9,False
1954-09-20,17.2,False
1954-09-21,15.7,False
1954-09-22,17.9,False
1954-09-23,20.7,False
1954-09-24,21.8,False
1954-09-25,14.3,False
1954-09-26,17.2,False
1954-09-27,19.0,False
1954-09-28,19.9,False
1954-09-29,19.3,False
1954-09-30,20.9,False
1955-09-01,16.6,False
1955-09-02,16.0,False
1955-09-03,14.6,False
1955-09-04,10.2,False
1955-09-05,11.9,False
1955-09-06,11.3,False
1955-09-07,13.7,False
1955-09-08,14.6,False
1955-09-09,13.9,False
1955-09-10,17.1,False
1955-09-11,18.2,False
1955-09-12,18.5,False
1955-09-13,17.1,False
1955-09-14,18.9,False
1955-09-15,20.1,False
1955-09-16,21.0,False
1955-09-17,12.9,False
1955-09-18,13.3,False
1955-09-19,17.6,False
1955-09-20,18.9,False
1955-09-21,21.6,False
1955-09-22,23.4,False
1955-09-23,15.9,False
1955-09-24,14.4,False
1955-09-25,12.3,False
1955-09-26,14.3,False
1955-09-27,19.1,False
1955-09-28,19.3,False
1955-09-29,21.1,False
1955-09-30,19.2,False
1956-09-01,16.1,False
1956-09-02,10.4,False
1956-09-03,13.1,False
1956-09-04,15.8,False
1956-09-05,15.6,False
1956-09-06,16.2,False
1956-09-07,13.0,False
1956-09-08,11.8,False
1956-09-09,12.9,False
1956-09-10,14.4,False
1956-09-11,14.9,False
1956-09-12,13.3,False
1956-09-13,14.9,False
1956-09-14,15.8,False
1956-09-15,15.5,False
1956-09-16,15.8,False
1956-09-17,16.8,False
1956-09-18,18.9,False
1956-09-19,16.3,False
1956-09-20,16.8,False
1956-09-21,9.8,False
1956-09-22,10.2,False
1956-09-23,12.9,False
1956-09-24,15.1,False
1956-09-25,19.4,False
1956-09-26,20.8,False
1956-09-27,20.4,False
1956-09-28,18.2,False
1956-09-29,14.8,False
1956-09-30,14.8,False
1957-09-01,11.0,False
1957-09-02,13.1,False
1957-09-03,14.2,False
1957-09-04,16.4,False
1957-09-05,17.2,False
1957-09-06,17.4,False
1957-09-07,10.9,False
1957-09-08,15.4,False
1957-09-09,17.3,False
1957-09-10,17.5,False
1957-09-11,17.1,False
1957-09-12,20.7,False
1957-09-13,20.9,False
1957-09-14,22.2,False
1957-09-15,10.9,False
1957-09-16,8.3,False
1957-09-17,11.0,False
1957-09-18,17.3,False
1957-09-19,16.7,False
1957-09-20,16.7,False
1957-09-21,20.8,False
1957-09-22,19.4,False
1957-09-23,20.2,False
1957-09-24,21.9,False
1957-09-25,13.6,False
1957-09-26,16.0,False
1957-09-27,15.3,False
1957-09-28,16.4,False
1957-09-29,16.9,False
1957-09-30,14.1,False
1958-09-01,12.8,False
1958-09-02,17.2,False
1958-09-03,12.0,False
1958-09-04,13.2,False
1958-09-05,16.0,False
1958-09-06,13.3,False
1958-09-07,14.2,False
1958-09-08,15.7,False
1958-09-09,16.7,False
1958-09-10,17.7,False
1958-09-11,11.7,False
1958-09-12,9.4,False
1958-09-13,13.9,False
1958-09-14,12.9,False
1958-09-15,13.7,False
1958-09-16,16.3,False
1958-09-17,17.8,False
1958-09-18,12.3,False
1958-09-19,13.5,False
1958-09-20,14.7,False
1958-09-21,10.5,False
1958-09-22,14.8,False
1958-09-23,16.3,False
1958-09-24,17.3,False
1958-09-25,18.6,False
1958-09-26,14.2,False
1958-09-27,16.8,False
1958-09-28,15.1,False
1958-09-29,17.0,False
1958-09-30,15.2,False
1959-09-01,13.9,False
1959-09-02,15.2,False
1959-09-03,13.2,False
1959-09-04,14.5,False
1959-09-05,16.8,False
1959-09-06,18.5,False
1959-09-07,17.6,False
1959-09-08,18.2,False
1959-09-09,16.3,False
1959-09-10,17.8,False
1959-09-11,18.3,False
1959-09-12,19.8,False
1959-09-13,19.3,False
1959-09-14,18.2,False
1959-09-15,17.2,False
1959-09-16,16.6,False
1959-09-17,14.4,False
1959-09-18,17.1,False
1959-09-19,12.2,False
1959-09-20,5.9,False
1959-09-21,15.1,False
1959-09-22,13.5,False
1959-09-23,14.1,False
1959-09-24,14.8,False
1959-09-25,15.6,False
1959-09-26,15.4,False
1959-09-27,16.6,False
1959-09-28,14.2,False
1959-09-29,12.1,False
1959-09-30,10.4,False
1960-09-01,16.0,False
1960-09-02,14.3,False
1960-09-03,11.8,False
1960-09-04,11.8,False
1960-09-05,12.9,False
1960-09-06,14.7,False
1960-09-07,20.6,False
1960-09-08,11.1,False
1960-09-09,14.9,False
1960-09-10,12.4,False
1960-09-11,14.6,False
1960-09-12,16.8,False
1960-09-13,14.6,False
1960-09-14,12.0,False
1960-09-15,15.6,False
1960-09-16,16.7,False
1960-09-17,14.5,False
1960-09-18,15.4,False
1960-09-19,13.8,False
1960-09-20,14.6,False
1960-09-21,17.2,False
1960-09-22,13.8,False
1960-09-23,20.2,False
1960-09-24,22.1,False
1960-09-25,9.3,False
1960-09-26,13.9,False
1960-09-27,16.7,False
1960-09-28,16.8,False
1960-09-29,17.6,False
1960-09-30,17.7,False
1961-09-01,13.7,False
1961-09-02,10.6,False
1961-09-03,14.6,False
1961-09-04,14.9,False
1961-09-05,14.4,False
1961-09-06,15.7,False
1961-09-07,15.7,False
1961-09-08,14.4,False
1961-09-09,14.4,False
1961-09-10,12.1,False
1961-09-11,12.1,False
1961-09-12,14.6,False
1961-09-13,16.2,False
1961-09-14,11.4,False
1961-09-15,13.5,False
1961-09-16,11.7,False
1961-09-17,15.0,False
1961-09-18,14.3,False
1961-09-19,14.6,False
1961-09-20,17.1,False
1961-09-21,17.2,False
1961-09-22,17.7,False
1961-09-23,18.7,False
1961-09-24,21.4,False
1961-09-25,22.3,False
1961-09-26,15.4,False
1961-09-27,18.0,False
1961-09-28,20.6,False
1961-09-29,25.9,False
1961-09-30,24.8,False
1962-09-01,13.8,False
1962-09-02,17.6,False
1962-09-03,20.0,False
1962-09-04,20.2,False
1962-09-05,18.3,False
1962-09-06,12.2,False
1962-09-07,13.1,False
1962-09-08,13.4,False
1962-09-09,16.7,False
1962-09-10,18.9,False
1962-09-11,18.9,False
1962-09-12,15.1,False
1962-09-13,15.0,False
1962-09-14,15.9,False
1962-09-15,11.6,False
1962-09-16,13.6,False
1962-09-17,17.1,False
1962-09-18,17.7,False
1962-09-19,18.4,False
1962-09-20,8.9,False
1962-09-21,13.6,False
1962-09-22,14.4,False
1962-09-23,17.9,False
1962-09-24,17.8,False
1962-09-25,17.4,False
1962-09-26,17.1,False
1962-09-27,19.1,False
1962-09-28,9.6,False
1962-09-29,10.7,False
1962-09-30,14.6,False
1963-09-01,12.2,False
1963-09-02,14.4,False
1963-09-03,15.3,False
1963-09-04,17.7,False
1963-09-05,11.7,False
1963-09-06,10.9,False
1963-09-07,13.4,False
1963-09-08,14.3,False
1963-09-09,14.6,False
1963-09-10,16.1,False
1963-09-11,17.8,False
1963-09-12,12.2,False
1963-09-13,11.1,False
1963-09-14,16.7,False
1963-09-15,19.8,False
1963-09-16,19.1,False
1963-09-17,16.1,False
1963-09-18,16.9,False
1963-09-19,20.2,False
1963-09-20,17.0,False
1963-09-21,19.8,False
1963-09-22,20.6,False
1963-09-23,11.6,False
1963-09-24,13.4,False
1963-09-25,13.3,False
1963-09-26,13.9,False
1963-09-27,17.0,False
1963-09-28,18.3,False
1963-09-29,18.8,False
1963-09-30,12.2,False
1964-09-01,15.3,False
1964-09-02,16.1,False
1964-09-03,19.5,False
1964-09-04,15.8,False
1964-09-05,16.2,False
1964-09-06,15.1,False
1964-09-07,10.2,False
1964-09-08,13.9,False
1964-09-09,16.3,False
1964-09-10,18.2,False
1964-09-11,14.8,False
1964-09-12,12.8,False
1964-09-13,12.4,False
1964-09-14,14.4,False
1964-09-15,17.2,False
1964-09-16,11.6,False
1964-09-17,11.2,False
1964-09-18,13.9,False
1964-09-19,15.2,False
1964-09-20,17.7,False
1964-09-21,17.8,False
1964-09-22,17.4,False
1964-09-23,11.9,False
1964-09-24,14.6,False
1964-09-25,17.1,False
1964-09-26,15.1,False
1964-09-27,16.1,False
1964-09-28,19.3,False
1964-09-29,14.7,False
1964-09-30,15.6,False
1965-09-01,19.1,False
1965-09-02,14.0,False
1965-09-03,12.6,False
1965-09-04,16.8,False
1965-09-05,17.7,False
1965-09-06,11.7,False
1965-09-07,11.9,False
1965-09-08,15.4,False
1965-09-09,10.4,False
1965-09-10,14.2,False
1965-09-11,18.1,False
1965-09-12,17.2,False
1965-09-13,16.7,False
1965-09-14,14.9,False
1965-09-15,17.5,False
1965-09-16,10.7,False
1965-09-17,11.5,False
1965-09-18,14.3,False
1965-09-19,16.7,False
1965-09-20,19.3,False
1965-09-21,21.2,False
1965-09-22,20.3,False
1965-09-23,24.8,False
1965-09-24,23.6,False
1965-09-25,26.8,False
1965-09-26,28.6,False
1965-09-27,24.6,False
1965-09-28,22.9,False
1965-09-29,22.6,False
1965-09-30,19.4,False
1966-09-01,15.6,False
1966-09-02,15.0,False
1966-09-03,13.4,False
1966-09-04,13.1,False
1966-09-05,12.9,False
1966-09-06,10.7,False
1966-09-07,10.9,False
1966-09-08,15.4,False
1966-09-09,15.0,False
1966-09-10,14.5,False
1966-09-11,16.7,False
1966-09-12,18.3,False
1966-09-13,14.3,False
1966-09-14,17.7,False
1966-09-15,17.4,False
1966-09-16,10.1,False
1966-09-17,11.7,False
1966-09-18,15.7,False
1966-09-19,15.7,False
1966-09-20,20.4,False
1966-09-21,11.0,False
1966-09-22,11.5,False
1966-09-23,14.6,False
1966-09-24,14.0,False
1966-09-25,11.8,False
1966-09-26,15.4,False
1966-09-27,16.5,False
1966-09-28,18.2,False
1966-09-29,19.6,False
1966-09-30,17.8,False
1967-09-01,11.7,False
1967-09-02,13.0,False
1967-09-03,14.4,False
1967-09-04,11.8,False
1967-09-05,9.8,False
1967-09-06,12.7,False
1967-09-07,12.4,False
